,Measured angle,Predicted angle
239,73.21447819,77.84
240,63.2931499,79.94
241,51.69739494,47.19
242,46.69562144,55.71
243,29.57284204,27.6
244,40.06547431,35.87
245,43.10834445,36.26
246,58.91798059,49.67
247,26.91132279,38.64
248,40.14004429,44.94
249,47.4833175,48.99
250,42.5807685,41.99
251,26.89009658,30.5
252,32.69293834,36.35
253,48.51159574,37.18
254,25.58285765,35.72
255,42.1551669,45.3
256,28.11524662,24.62
257,9.776800585,50.86
258,20.47663022,21.15
259,64.29077236,59.22
260,42.79444216,78.56
261,45.7066262,39.49
262,22.95611586,28.59
263,35.13098181,43.37
264,38.19955909,40.38
265,37.59737394,37.16
266,31.35142034,28.1
267,41.35553241,37.13
268,28.43926391,30.71
269,38.54407902,35.34
270,46.13210651,41.56
271,46.24544086,48.1
272,37.0125376,37.95
273,41.23961616,34.28
274,40.31562119,46.33
275,40.95867248,30.75
276,39.39532722,30.56
277,24.77481092,20.05
278,50.1855084,43.06
279,66.14265817,61.48
280,21.93025506,21.41
281,55.55534939,58.28
282,74.38717698,78.18
283,72.71313982,60.93
284,31.83860305,32.79
285,52.63059469,44.07
286,52.9288825,46.09
287,50.03775627,50.1
