,Measured angle,Predicted angle
73,62.89229454794916,60.15
74,54.38824646853169,46.91
75,50.14952348795962,40.65
76,34.21180025365556,30.8
77,70.34739441530101,68.79
78,42.17765053444332,34.25
79,84.56644942023836,83.43
80,55.09587077817169,37.67
81,89.59988744104196,94.11
82,87.3708532641437,81.3
83,81.13662099855645,81.44
84,56.62602810364752,51.99
85,67.74184376941415,69.52
86,92.37288940891287,85.64
87,80.97694693878024,76.44
88,81.23694150123416,84.63
89,47.663907438526884,48.36
90,70.29212444726691,63.25
91,52.816241401535585,61.72
92,57.56525634461861,52.74
93,25.34689072659989,24.34
94,55.04723331542913,36.07
95,35.460106284192825,33.78
96,72.30049284720955,75.19
97,44.46603047371927,47.95
98,60.32413497551967,44.5
99,37.24984074530011,29.0
100,52.098409547272155,55.33
101,55.795671739319964,51.87
102,45.04411522775927,41.65
103,54.89115020517683,46.61
104,57.09904187240031,55.46
105,34.29222939208183,30.66
106,62.58796220354887,56.59
107,30.087331143862638,20.64
108,87.02439793331234,82.31
109,30.949449417239073,73.87
110,59.73362078108781,49.74
111,77.63523075927989,66.11
112,61.465802071325726,48.32
113,35.13979249386107,29.69
114,25.02948511574864,25.05
115,45.8427518035917,36.74
116,64.98686633861531,60.59
117,20.706558437513834,19.14
118,48.71701657496997,44.49
119,58.352920108586545,71.62
120,59.997357202616186,58.29
121,61.717350159309625,50.72
122,34.742727126161874,32.84
123,36.98099633204621,31.46
124,46.518040896590875,46.77
125,66.83075490739579,68.42
126,103.04499281092475,106.25
127,88.29486898293952,78.43
128,65.41681285648026,68.94
129,45.829487521741754,43.18
130,14.136971291457687,45.01
131,53.67568767301768,46.32
132,36.547579400669775,28.09
133,56.31192113943593,52.33
134,47.83013902807019,47.09
135,74.6433746497025,52.96
136,52.747655779510694,48.38
137,62.526489549407174,64.49
138,46.84490417373908,38.52
139,56.76116092831967,42.95
140,70.53543211643091,53.97
141,62.607151405659906,84.78
142,112.76710300106173,103.24
143,62.854236111970515,63.32
144,70.46222122874833,79.19
145,50.7619209037103,52.48
146,59.28463527466238,44.31
147,36.894962046417646,33.14
148,31.76771112277124,29.82
149,30.244256320196648,23.51
150,36.502096968378964,33.23
151,76.25195410087797,62.94
152,45.66579473156553,39.59
153,36.96738920688622,38.45
154,52.258617477664394,42.58
155,62.15708083689162,59.71
156,31.50867510952465,15.37
157,33.2895507468296,60.37
158,60.57752373026761,54.8
159,65.38008309141225,57.7
160,65.41165508048792,50.55
161,82.69728299677939,70.53
162,94.59447925135557,84.94
163,28.5093672661595,29.56
164,76.75897216837262,47.48
165,37.0572749737671,37.98
166,40.87994526701371,37.88
167,34.89645935957384,41.54
168,48.82199628002011,39.15
169,44.83260318463477,43.4
170,41.910694910082235,41.34
171,43.612502946960014,38.73
172,57.69169941473798,50.06
173,67.1943403970517,53.78
174,65.865349329228,63.28
175,43.563216285374736,34.44
176,49.555417893085945,41.02
177,54.68125228095231,52.76
178,57.25159350518761,51.75
179,94.99214203302314,83.43
180,27.15964471736085,26.35
181,44.64022365954492,56.88
182,30.12655880154673,29.03
183,35.37575669805398,20.03
184,33.822964958394984,36.09
185,40.65133958854946,37.6
186,28.172091835207766,33.46
187,32.667823852316886,31.72
188,60.904666865945735,55.27
189,45.52068809978803,35.28
190,34.759411235782736,29.48
191,36.76426085744767,37.57
192,35.885800715658775,37.55
193,77.57662188828444,67.75
194,65.04603585694748,54.9
195,35.769322185322046,38.24
196,44.17831190640744,37.29
197,47.49151088954045,36.35
198,44.425696572047045,51.01
199,55.78061113845616,55.55
200,31.803281481369996,41.72
201,70.52493274669452,64.49
202,65.44674860469273,52.75
203,54.350014909456725,38.26
204,56.21249101321776,46.2
205,71.12279794552431,60.63
206,42.09261749188723,37.26
207,57.97333591091645,52.4
208,50.36379627976015,41.79
209,54.970615736931954,50.3
210,74.02396694555986,71.96
211,55.16592887405711,54.61
212,67.38832857201994,63.2
213,35.76679126215578,33.8
214,79.13952433005439,83.99
215,46.09794955838553,35.9
216,55.74090404819439,43.0
217,61.21151699785043,54.03
218,71.72089350237069,66.94
219,71.30632829403427,83.51
220,64.37092553463114,60.43
221,40.39075975317344,31.59
222,47.91521467018945,39.06
