,Measured angle,Predicted angle
292,52.660275832528924,42.69
293,33.66472034283075,20.03
294,47.26617474497092,36.09
295,51.615267838964506,51.02
296,29.7066758208071,33.46
297,42.56296860381768,46.19
298,31.047373081578833,29.48
299,39.364556443863044,38.07
300,30.760720374708786,27.93
301,41.4949065106008,37.57
302,39.3951933107143,37.55
303,75.41789648221034,67.75
304,67.09760308319584,62.88
305,38.35871607466402,32.55
306,61.027633288871435,54.9
307,25.3149289249617,35.37
308,39.367392777480475,34.4
309,31.609677083391524,38.24
310,45.49167011628262,36.35
311,54.005705692952304,51.01
312,55.67442172475214,55.55
313,48.717843745650896,45.19
314,68.61076873786456,69.49
315,54.29119427162893,62.9
316,68.08936576668397,64.49
317,58.98899462593763,48.84
318,54.9901417022334,52.75
319,49.12824986102879,38.26
320,46.36419666616079,46.2
321,67.4752626309277,60.63
322,41.455831664302224,37.26
323,53.541260449959665,52.4
324,47.40562857708454,41.79
325,50.44816940798145,50.3
326,73.8399543519807,71.96
327,53.09425541551866,54.61
328,58.57637913777107,63.2
329,31.301169369651085,33.8
330,38.120981573117696,41.02
331,39.927289229465295,35.9
332,49.53804118153253,43.0
333,34.760218842678256,33.89
334,61.06295352347129,54.03
335,63.55554153836948,63.25
336,72.71509834698654,66.94
337,71.31132317364043,83.51
338,60.84111560257178,60.43
339,47.01754913203973,41.1
340,39.72245392327058,30.15
341,45.52710408064463,31.59
342,40.85133182137992,35.87
343,50.65701717621099,48.88
344,41.00876500846891,39.06
345,52.119514492161144,51.69
346,46.22612764208483,48.24
347,54.550200107773726,57.75
348,69.90440759987526,66.25
349,56.04914904592637,48.97
350,96.90790183998645,90.93
351,31.692739733801425,31.19
352,53.86575316498821,57.13
353,45.63793743945154,47.46
354,45.93819854129843,48.11
355,38.659166732096345,28.0
356,15.736698055142488,41.41
357,31.921042934301543,39.31
358,32.943007039454116,52.2
359,41.429445141622935,47.16
360,54.70036355453854,59.75
361,74.18498903871667,71.37
362,72.67504694107627,72.33
363,52.75576364744909,53.78
364,48.82816499803764,36.83
365,54.92283713433302,50.26
366,44.759246175546615,53.8
367,93.0942176661691,98.78
368,37.79152915120959,42.73
369,58.26378081049745,58.65
370,70.98369837400872,73.71
371,62.00451927617281,79.94
372,44.83712082958587,47.19
373,52.15987272503453,55.71
374,27.902815889004234,27.6
375,35.02468810855129,32.0
376,35.749003570113274,35.87
377,53.64036360501105,46.83
378,37.74678546123067,36.26
379,55.7009057492365,55.1
380,35.61858367480379,38.64
381,40.17565572634071,44.94
382,45.744575210913766,48.99
383,39.79252677454505,41.99
384,30.910905860767816,30.5
385,34.84713566753174,36.6
386,34.44246037617563,35.32
387,32.97425491377594,36.35
388,47.76444474877485,37.18
389,25.09227783623096,35.72
390,40.8104245171109,45.3
391,29.5216904839734,24.83
392,25.605798729747807,24.62
393,43.97437641796481,50.86
394,57.41885287328726,59.22
395,46.11015441359525,78.56
396,40.832886967607855,66.93
397,49.36110314213723,53.21
398,44.275276510230775,39.49
399,28.104968950018264,30.82
400,28.71504681860769,47.61
401,41.96221393574026,43.42
402,22.412048393971524,28.59
403,45.37500793602309,45.21
404,34.54167563876734,43.37
405,34.95508140290611,40.38
406,26.75659540265986,37.16
407,31.217708877220765,28.1
408,64.4539183984503,58.28
409,36.48783703369193,37.13
410,23.845216157766888,30.71
411,36.479478004401855,35.34
412,41.701424081501244,41.56
413,52.646644167592584,48.1
414,69.53251382946316,53.02
415,37.52220667781707,48.62
416,35.75526408884553,34.28
417,39.42568190082292,46.33
418,36.848794494641666,30.56
419,80.45973068695581,82.83
420,44.86642336396488,43.06
421,21.185640042151565,21.41
422,53.56658666577562,58.28
423,72.04684918305738,78.18
424,70.08311671312654,60.93
425,31.0072619861976,32.79
426,52.29202385786929,44.07
427,57.339258143370095,59.53
428,29.63938909609286,28.05
429,29.849482489835943,55.7
430,49.98360900604978,46.09
431,44.983742420652874,50.1
432,40.84687916659077,56.4
